results/SFC/wedge_5/cluster_355.vrp;0;262749;0.462053
results/SFC/wedge_5/cluster_355.vrp;0;262501;3.43194
results/SFC/wedge_5/cluster_355.vrp;0;262474;4.08992
results/SFC/wedge_5/cluster_355.vrp;0;261819;4.74634
results/SFC/wedge_5/cluster_355.vrp;0;260177;9.27683
results/SFC/wedge_5/cluster_355.vrp;0;257083;11.1409
results/SFC/wedge_5/cluster_355.vrp;0;256832;40.0834
results/SFC/wedge_5/cluster_355.vrp;0;255481;40.3331
results/SFC/wedge_5/cluster_355.vrp;0;255230;40.4757
results/SFC/wedge_5/cluster_355.vrp;0;255165;49.9434
results/SFC/wedge_5/cluster_355.vrp;0;254601;56.3908
