Original Instance,Chunk File,Cost,Exec Time (s),Status/Notes
Lazio,Lazio_chunk_118.vrp,1174360.0,180.16,OK
Lazio,Lazio_chunk_119.vrp,8746760.0,180.85,OK
Lazio,Lazio_chunk_12.vrp,16481000.0,181.04,OK
Lazio,Lazio_chunk_120.vrp,3710450.0,180.2,OK
Lazio,Lazio_chunk_121.vrp,ERROR,0,"Crash: Command '['/home/ubuntu/cvrp/baselines/HGS-CVRP/build/hgs', '/home/ubuntu/cvrp/data/instances/hgs_partitions/Lazio_partitions/Lazio_chunk_121.vrp', '/home/ubuntu/cvrp/data/instances/hgs_partitions/Lazio_partitions/Lazio_chunk_121.sol', '-t', '180', '-seed', '42']' timed out after 190 seconds"
Lazio,Lazio_chunk_122.vrp,ERROR,0,"Crash: Command '['/home/ubuntu/cvrp/baselines/HGS-CVRP/build/hgs', '/home/ubuntu/cvrp/data/instances/hgs_partitions/Lazio_partitions/Lazio_chunk_122.vrp', '/home/ubuntu/cvrp/data/instances/hgs_partitions/Lazio_partitions/Lazio_chunk_122.sol', '-t', '180', '-seed', '42']' timed out after 190 seconds"
Lazio,Lazio_chunk_123.vrp,3576470.0,180.09,OK
Lazio,Lazio_chunk_124.vrp,3030430.0,180.55,OK
Lazio,Lazio_chunk_125.vrp,ERROR,0,"Crash: Command '['/home/ubuntu/cvrp/baselines/HGS-CVRP/build/hgs', '/home/ubuntu/cvrp/data/instances/hgs_partitions/Lazio_partitions/Lazio_chunk_125.vrp', '/home/ubuntu/cvrp/data/instances/hgs_partitions/Lazio_partitions/Lazio_chunk_125.sol', '-t', '180', '-seed', '42']' timed out after 190 seconds"
Lazio,Lazio_chunk_126.vrp,12006700.0,181.64,OK
Lazio,Lazio_chunk_127.vrp,1742780.0,180.07,OK
Lazio,Lazio_chunk_128.vrp,10445600.0,180.95,OK
Lazio,Lazio_chunk_129.vrp,2029940.0,180.09,OK
Lazio,Lazio_chunk_13.vrp,8251920.0,184.22,OK
Lazio,Lazio_chunk_130.vrp,17571100.0,185.86,OK
Lazio,Lazio_chunk_131.vrp,8199770.0,182.57,OK
Lazio,Lazio_chunk_132.vrp,2215870.0,181.5,OK
Lazio,Lazio_chunk_133.vrp,5067380.0,180.3,OK
Lazio,Lazio_chunk_134.vrp,9960000.0,186.8,OK
Lazio,Lazio_chunk_135.vrp,3332740.0,180.76,OK
Lazio,Lazio_chunk_136.vrp,11298500.0,181.83,OK
Lazio,Lazio_chunk_137.vrp,ERROR,0,"Crash: Command '['/home/ubuntu/cvrp/baselines/HGS-CVRP/build/hgs', '/home/ubuntu/cvrp/data/instances/hgs_partitions/Lazio_partitions/Lazio_chunk_137.vrp', '/home/ubuntu/cvrp/data/instances/hgs_partitions/Lazio_partitions/Lazio_chunk_137.sol', '-t', '180', '-seed', '42']' timed out after 190 seconds"
Lazio,Lazio_chunk_138.vrp,12038500.0,182.08,OK
Lazio,Lazio_chunk_139.vrp,2529720.0,180.15,OK
Lazio,Lazio_chunk_14.vrp,7401660.0,189.77,OK
Lazio,Lazio_chunk_140.vrp,1754640.0,186.77,OK
Lazio,Lazio_chunk_141.vrp,5766680.0,180.05,OK
Lazio,Lazio_chunk_142.vrp,ERROR,0,No feasible route found in 60s.
Lazio,Lazio_chunk_143.vrp,13448200.0,181.31,OK
Lazio,Lazio_chunk_144.vrp,8035610.0,182.26,OK
Lazio,Lazio_chunk_145.vrp,2635750.0,180.2,OK
Lazio,Lazio_chunk_146.vrp,14706200.0,184.3,OK
Lazio,Lazio_chunk_147.vrp,5202760.0,183.17,OK
Lazio,Lazio_chunk_148.vrp,8007660.0,180.48,OK
Lazio,Lazio_chunk_149.vrp,4379820.0,181.59,OK
Lazio,Lazio_chunk_15.vrp,2599120.0,180.26,OK
Lazio,Lazio_chunk_150.vrp,4168320.0,188.16,OK
Lazio,Lazio_chunk_151.vrp,ERROR,0,"Crash: Command '['/home/ubuntu/cvrp/baselines/HGS-CVRP/build/hgs', '/home/ubuntu/cvrp/data/instances/hgs_partitions/Lazio_partitions/Lazio_chunk_151.vrp', '/home/ubuntu/cvrp/data/instances/hgs_partitions/Lazio_partitions/Lazio_chunk_151.sol', '-t', '180', '-seed', '42']' timed out after 190 seconds"
Lazio,Lazio_chunk_152.vrp,4611170.0,180.08,OK
Lazio,Lazio_chunk_153.vrp,17191500.0,188.11,OK
Lazio,Lazio_chunk_154.vrp,8532390.0,180.77,OK
Lazio,Lazio_chunk_155.vrp,6126730.0,180.49,OK
Lazio,Lazio_chunk_156.vrp,2940920.0,181.21,OK
Lazio,Lazio_chunk_157.vrp,4412180.0,180.28,OK
Lazio,Lazio_chunk_158.vrp,4916820.0,180.62,OK
Lazio,Lazio_chunk_159.vrp,11761200.0,182.68,OK
Lazio,Lazio_chunk_16.vrp,6787680.0,180.74,OK
Lazio,Lazio_chunk_160.vrp,ERROR,0,No feasible route found in 60s.
Lazio,Lazio_chunk_161.vrp,3434240.0,180.52,OK
Lazio,Lazio_chunk_162.vrp,607419.0,180.05,OK
Lazio,Lazio_chunk_163.vrp,ERROR,0,"Crash: Command '['/home/ubuntu/cvrp/baselines/HGS-CVRP/build/hgs', '/home/ubuntu/cvrp/data/instances/hgs_partitions/Lazio_partitions/Lazio_chunk_163.vrp', '/home/ubuntu/cvrp/data/instances/hgs_partitions/Lazio_partitions/Lazio_chunk_163.sol', '-t', '180', '-seed', '42']' timed out after 190 seconds"
Lazio,Lazio_chunk_164.vrp,1879540.0,182.7,OK
Lazio,Lazio_chunk_165.vrp,8598290.0,182.03,OK
Lazio,Lazio_chunk_166.vrp,8085630.0,180.37,OK
Lazio,Lazio_chunk_167.vrp,20250600.0,180.48,OK
Lazio,Lazio_chunk_168.vrp,ERROR,0,"Crash: Command '['/home/ubuntu/cvrp/baselines/HGS-CVRP/build/hgs', '/home/ubuntu/cvrp/data/instances/hgs_partitions/Lazio_partitions/Lazio_chunk_168.vrp', '/home/ubuntu/cvrp/data/instances/hgs_partitions/Lazio_partitions/Lazio_chunk_168.sol', '-t', '180', '-seed', '42']' timed out after 190 seconds"
Lazio,Lazio_chunk_169.vrp,16175700.0,184.25,OK
Lazio,Lazio_chunk_17.vrp,2167650.0,180.36,OK
Lazio,Lazio_chunk_170.vrp,6895680.0,180.7,OK
Lazio,Lazio_chunk_171.vrp,13200900.0,183.3,OK
Lazio,Lazio_chunk_172.vrp,941490.0,180.05,OK
Lazio,Lazio_chunk_173.vrp,ERROR,0,"Crash: Command '['/home/ubuntu/cvrp/baselines/HGS-CVRP/build/hgs', '/home/ubuntu/cvrp/data/instances/hgs_partitions/Lazio_partitions/Lazio_chunk_173.vrp', '/home/ubuntu/cvrp/data/instances/hgs_partitions/Lazio_partitions/Lazio_chunk_173.sol', '-t', '180', '-seed', '42']' timed out after 190 seconds"
Lazio,Lazio_chunk_174.vrp,2864690.0,185.08,OK
Lazio,Lazio_chunk_175.vrp,6096780.0,182.14,OK
Lazio,Lazio_chunk_176.vrp,10602200.0,180.69,OK
Lazio,Lazio_chunk_177.vrp,2400520.0,180.86,OK
Lazio,Lazio_chunk_178.vrp,4117170.0,180.1,OK
Lazio,Lazio_chunk_179.vrp,3588190.0,180.06,OK
Lazio,Lazio_chunk_180.vrp,ERROR,0,"Crash: Command '['/home/ubuntu/cvrp/baselines/HGS-CVRP/build/hgs', '/home/ubuntu/cvrp/data/instances/hgs_partitions/Lazio_partitions/Lazio_chunk_180.vrp', '/home/ubuntu/cvrp/data/instances/hgs_partitions/Lazio_partitions/Lazio_chunk_180.sol', '-t', '180', '-seed', '42']' timed out after 190 seconds"
Lazio,Lazio_chunk_181.vrp,5643460.0,185.37,OK
Lazio,Lazio_chunk_182.vrp,ERROR,0,No feasible route found in 60s.
Lazio,Lazio_chunk_183.vrp,2356220.0,186.08,OK
Lazio,Lazio_chunk_184.vrp,5955660.0,180.27,OK
Lazio,Lazio_chunk_185.vrp,2518890.0,183.18,OK
Lazio,Lazio_chunk_186.vrp,2422340.0,180.05,OK
Lazio,Lazio_chunk_187.vrp,2767210.0,180.76,OK
Lazio,Lazio_chunk_188.vrp,4927700.0,188.42,OK
Lazio,Lazio_chunk_189.vrp,ERROR,0,"Crash: Command '['/home/ubuntu/cvrp/baselines/HGS-CVRP/build/hgs', '/home/ubuntu/cvrp/data/instances/hgs_partitions/Lazio_partitions/Lazio_chunk_189.vrp', '/home/ubuntu/cvrp/data/instances/hgs_partitions/Lazio_partitions/Lazio_chunk_189.sol', '-t', '180', '-seed', '42']' timed out after 190 seconds"
Lazio,Lazio_chunk_18_sweep_0.vrp,10403300.0,180.78,OK
Lazio,Lazio_chunk_18_sweep_1.vrp,10474000.0,180.57,OK
Lazio,Lazio_chunk_18_sweep_2.vrp,10698900.0,182.06,OK
Lazio,Lazio_chunk_18_sweep_3.vrp,10762700.0,182.38,OK
Lazio,Lazio_chunk_19.vrp,ERROR,0,"Crash: Command '['/home/ubuntu/cvrp/baselines/HGS-CVRP/build/hgs', '/home/ubuntu/cvrp/data/instances/hgs_partitions/Lazio_partitions/Lazio_chunk_19.vrp', '/home/ubuntu/cvrp/data/instances/hgs_partitions/Lazio_partitions/Lazio_chunk_19.sol', '-t', '180', '-seed', '42']' timed out after 190 seconds"
Lazio,Lazio_chunk_190.vrp,4684510.0,180.84,OK
Lazio,Lazio_chunk_191.vrp,10615100.0,180.61,OK
Lazio,Lazio_chunk_192.vrp,13112800.0,188.68,OK
Lazio,Lazio_chunk_193.vrp,5668160.0,188.33,OK
Lazio,Lazio_chunk_194.vrp,ERROR,0,"Crash: Command '['/home/ubuntu/cvrp/baselines/HGS-CVRP/build/hgs', '/home/ubuntu/cvrp/data/instances/hgs_partitions/Lazio_partitions/Lazio_chunk_194.vrp', '/home/ubuntu/cvrp/data/instances/hgs_partitions/Lazio_partitions/Lazio_chunk_194.sol', '-t', '180', '-seed', '42']' timed out after 190 seconds"
Lazio,Lazio_chunk_195.vrp,18482300.0,181.45,OK
Lazio,Lazio_chunk_196.vrp,2172420.0,182.82,OK
Lazio,Lazio_chunk_197.vrp,1134390.0,180.25,OK
Lazio,Lazio_chunk_198.vrp,1505850.0,180.09,OK
Lazio,Lazio_chunk_199.vrp,9511690.0,181.95,OK
Lazio,Lazio_chunk_2.vrp,1323640.0,180.03,OK
Lazio,Lazio_chunk_20.vrp,1313850.0,181.75,OK
Lazio,Lazio_chunk_200.vrp,3725620.0,180.33,OK
Lazio,Lazio_chunk_201.vrp,1703340.0,180.28,OK
Lazio,Lazio_chunk_202.vrp,2813310.0,180.31,OK
Lazio,Lazio_chunk_203.vrp,4612990.0,180.18,OK
Lazio,Lazio_chunk_204.vrp,ERROR,0,"Crash: Command '['/home/ubuntu/cvrp/baselines/HGS-CVRP/build/hgs', '/home/ubuntu/cvrp/data/instances/hgs_partitions/Lazio_partitions/Lazio_chunk_204.vrp', '/home/ubuntu/cvrp/data/instances/hgs_partitions/Lazio_partitions/Lazio_chunk_204.sol', '-t', '180', '-seed', '42']' timed out after 190 seconds"
Lazio,Lazio_chunk_205.vrp,3969150.0,181.64,OK
Lazio,Lazio_chunk_206.vrp,5443200.0,180.32,OK
Lazio,Lazio_chunk_207.vrp,8566080.0,181.62,OK
Lazio,Lazio_chunk_208.vrp,2498120.0,180.41,OK
Lazio,Lazio_chunk_209.vrp,3484430.0,180.09,OK
Lazio,Lazio_chunk_21.vrp,791633.0,180.15,OK
Lazio,Lazio_chunk_210.vrp,5738660.0,182.19,OK
Lazio,Lazio_chunk_211.vrp,2994910.0,188.7,OK
Lazio,Lazio_chunk_212.vrp,3084230.0,180.21,OK
Lazio,Lazio_chunk_213.vrp,3619300.0,180.88,OK
Lazio,Lazio_chunk_214.vrp,ERROR,0,"Crash: Command '['/home/ubuntu/cvrp/baselines/HGS-CVRP/build/hgs', '/home/ubuntu/cvrp/data/instances/hgs_partitions/Lazio_partitions/Lazio_chunk_214.vrp', '/home/ubuntu/cvrp/data/instances/hgs_partitions/Lazio_partitions/Lazio_chunk_214.sol', '-t', '180', '-seed', '42']' timed out after 190 seconds"
Lazio,Lazio_chunk_215.vrp,2297600.0,180.24,OK
Lazio,Lazio_chunk_216.vrp,7853200.0,180.17,OK
Lazio,Lazio_chunk_217.vrp,1038920.0,180.2,OK
Lazio,Lazio_chunk_218.vrp,5975760.0,185.79,OK
Lazio,Lazio_chunk_219.vrp,5111160.0,180.44,OK
Lazio,Lazio_chunk_22.vrp,1527480.0,182.26,OK
Lazio,Lazio_chunk_220.vrp,13089600.0,181.98,OK
Lazio,Lazio_chunk_221.vrp,3506730.0,185.69,OK
Lazio,Lazio_chunk_222.vrp,1631020.0,180.29,OK
Lazio,Lazio_chunk_223.vrp,2711250.0,180.67,OK
Lazio,Lazio_chunk_224.vrp,ERROR,0,No feasible route found in 60s.
Lazio,Lazio_chunk_225.vrp,9873350.0,180.33,OK
Lazio,Lazio_chunk_226.vrp,11402700.0,185.53,OK
Lazio,Lazio_chunk_227.vrp,2874490.0,180.6,OK
Lazio,Lazio_chunk_228.vrp,3246790.0,180.48,OK
Lazio,Lazio_chunk_229.vrp,5057740.0,180.86,OK
Lazio,Lazio_chunk_23.vrp,10317300.0,180.29,OK
Lazio,Lazio_chunk_230.vrp,4855360.0,181.1,OK
Lazio,Lazio_chunk_231.vrp,ERROR,0,"Crash: Command '['/home/ubuntu/cvrp/baselines/HGS-CVRP/build/hgs', '/home/ubuntu/cvrp/data/instances/hgs_partitions/Lazio_partitions/Lazio_chunk_231.vrp', '/home/ubuntu/cvrp/data/instances/hgs_partitions/Lazio_partitions/Lazio_chunk_231.sol', '-t', '180', '-seed', '42']' timed out after 190 seconds"
Lazio,Lazio_chunk_232.vrp,1832560.0,180.11,OK
Lazio,Lazio_chunk_233.vrp,991800.0,181.31,OK
Lazio,Lazio_chunk_234.vrp,7174240.0,188.1,OK
Lazio,Lazio_chunk_235.vrp,4022030.0,180.46,OK
Lazio,Lazio_chunk_236.vrp,1752260.0,180.35,OK
Lazio,Lazio_chunk_237.vrp,3765170.0,187.27,OK
Lazio,Lazio_chunk_238.vrp,2366680.0,186.36,OK
Lazio,Lazio_chunk_239.vrp,8148050.0,181.77,OK
Lazio,Lazio_chunk_24.vrp,16403800.0,181.28,OK
Lazio,Lazio_chunk_240.vrp,1857090.0,180.58,OK
Lazio,Lazio_chunk_241.vrp,ERROR,0,No feasible route found in 60s.
Lazio,Lazio_chunk_242.vrp,ERROR,0,"Crash: Command '['/home/ubuntu/cvrp/baselines/HGS-CVRP/build/hgs', '/home/ubuntu/cvrp/data/instances/hgs_partitions/Lazio_partitions/Lazio_chunk_242.vrp', '/home/ubuntu/cvrp/data/instances/hgs_partitions/Lazio_partitions/Lazio_chunk_242.sol', '-t', '180', '-seed', '42']' timed out after 190 seconds"
Lazio,Lazio_chunk_243.vrp,5149000.0,180.86,OK
Lazio,Lazio_chunk_244.vrp,4946930.0,183.84,OK
Lazio,Lazio_chunk_245.vrp,5465550.0,184.91,OK
Lazio,Lazio_chunk_246.vrp,5962610.0,183.06,OK
Lazio,Lazio_chunk_247.vrp,2555820.0,189.92,OK
Lazio,Lazio_chunk_248.vrp,3325180.0,181.63,OK
Lazio,Lazio_chunk_249.vrp,14313700.0,186.19,OK
Lazio,Lazio_chunk_25.vrp,ERROR,0,"Crash: Command '['/home/ubuntu/cvrp/baselines/HGS-CVRP/build/hgs', '/home/ubuntu/cvrp/data/instances/hgs_partitions/Lazio_partitions/Lazio_chunk_25.vrp', '/home/ubuntu/cvrp/data/instances/hgs_partitions/Lazio_partitions/Lazio_chunk_25.sol', '-t', '180', '-seed', '42']' timed out after 190 seconds"
Lazio,Lazio_chunk_250.vrp,1838160.0,180.07,OK
Lazio,Lazio_chunk_251.vrp,2076130.0,180.03,OK
Lazio,Lazio_chunk_252.vrp,4420820.0,180.26,OK
Lazio,Lazio_chunk_253.vrp,11793600.0,181.6,OK
Lazio,Lazio_chunk_254.vrp,3967380.0,180.12,OK
Lazio,Lazio_chunk_255.vrp,2142360.0,180.05,OK
Lazio,Lazio_chunk_256.vrp,ERROR,0,"Crash: Command '['/home/ubuntu/cvrp/baselines/HGS-CVRP/build/hgs', '/home/ubuntu/cvrp/data/instances/hgs_partitions/Lazio_partitions/Lazio_chunk_256.vrp', '/home/ubuntu/cvrp/data/instances/hgs_partitions/Lazio_partitions/Lazio_chunk_256.sol', '-t', '180', '-seed', '42']' timed out after 190 seconds"
Lazio,Lazio_chunk_257.vrp,1437470.0,180.27,OK
Lazio,Lazio_chunk_258.vrp,ERROR,0,"Crash: Command '['/home/ubuntu/cvrp/baselines/HGS-CVRP/build/hgs', '/home/ubuntu/cvrp/data/instances/hgs_partitions/Lazio_partitions/Lazio_chunk_258.vrp', '/home/ubuntu/cvrp/data/instances/hgs_partitions/Lazio_partitions/Lazio_chunk_258.sol', '-t', '180', '-seed', '42']' timed out after 190 seconds"
Lazio,Lazio_chunk_259.vrp,4371700.0,185.85,OK
Lazio,Lazio_chunk_26.vrp,11881800.0,182.12,OK
Lazio,Lazio_chunk_260.vrp,ERROR,0,No feasible route found in 60s.
Lazio,Lazio_chunk_261.vrp,4236520.0,182.1,OK
Lazio,Lazio_chunk_262.vrp,ERROR,0,No feasible route found in 60s.
Lazio,Lazio_chunk_263.vrp,1519600.0,180.03,OK
Lazio,Lazio_chunk_264.vrp,5422680.0,180.15,OK
Lazio,Lazio_chunk_265.vrp,ERROR,0,No feasible route found in 60s.
Lazio,Lazio_chunk_266.vrp,4248330.0,180.16,OK
Lazio,Lazio_chunk_267.vrp,6684810.0,184.89,OK
Lazio,Lazio_chunk_268.vrp,12092000.0,180.18,OK
Lazio,Lazio_chunk_269.vrp,6364890.0,181.49,OK
Lazio,Lazio_chunk_27.vrp,1835090.0,183.19,OK
Lazio,Lazio_chunk_270.vrp,3576870.0,181.93,OK
Lazio,Lazio_chunk_271.vrp,2575500.0,182.54,OK
Lazio,Lazio_chunk_272.vrp,6604290.0,182.59,OK
Lazio,Lazio_chunk_273.vrp,2577250.0,182.01,OK
Lazio,Lazio_chunk_274.vrp,2737380.0,180.07,OK
Lazio,Lazio_chunk_275.vrp,7059620.0,181.62,OK
Lazio,Lazio_chunk_276.vrp,7105850.0,180.32,OK
Lazio,Lazio_chunk_277.vrp,ERROR,0,No feasible route found in 60s.
Lazio,Lazio_chunk_278.vrp,11319400.0,180.57,OK
Lazio,Lazio_chunk_279.vrp,1849980.0,180.05,OK
Lazio,Lazio_chunk_28.vrp,791160.0,180.07,OK
Lazio,Lazio_chunk_280.vrp,2195810.0,180.23,OK
Lazio,Lazio_chunk_281.vrp,2299830.0,181.87,OK
Lazio,Lazio_chunk_282.vrp,4206560.0,180.36,OK
Lazio,Lazio_chunk_283.vrp,3483140.0,185.34,OK
Lazio,Lazio_chunk_284.vrp,ERROR,0,"Crash: Command '['/home/ubuntu/cvrp/baselines/HGS-CVRP/build/hgs', '/home/ubuntu/cvrp/data/instances/hgs_partitions/Lazio_partitions/Lazio_chunk_284.vrp', '/home/ubuntu/cvrp/data/instances/hgs_partitions/Lazio_partitions/Lazio_chunk_284.sol', '-t', '180', '-seed', '42']' timed out after 190 seconds"
Lazio,Lazio_chunk_285.vrp,6886710.0,180.48,OK
Lazio,Lazio_chunk_286.vrp,1289410.0,180.37,OK
Lazio,Lazio_chunk_287.vrp,5774940.0,181.93,OK
Lazio,Lazio_chunk_288.vrp,ERROR,0,"Crash: Command '['/home/ubuntu/cvrp/baselines/HGS-CVRP/build/hgs', '/home/ubuntu/cvrp/data/instances/hgs_partitions/Lazio_partitions/Lazio_chunk_288.vrp', '/home/ubuntu/cvrp/data/instances/hgs_partitions/Lazio_partitions/Lazio_chunk_288.sol', '-t', '180', '-seed', '42']' timed out after 190 seconds"
Lazio,Lazio_chunk_289.vrp,ERROR,0,"Crash: Command '['/home/ubuntu/cvrp/baselines/HGS-CVRP/build/hgs', '/home/ubuntu/cvrp/data/instances/hgs_partitions/Lazio_partitions/Lazio_chunk_289.vrp', '/home/ubuntu/cvrp/data/instances/hgs_partitions/Lazio_partitions/Lazio_chunk_289.sol', '-t', '180', '-seed', '42']' timed out after 190 seconds"
Lazio,Lazio_chunk_29.vrp,7785270.0,180.5,OK
Lazio,Lazio_chunk_290.vrp,3021040.0,183.21,OK
Lazio,Lazio_chunk_291.vrp,1992470.0,180.2,OK
Lazio,Lazio_chunk_292.vrp,1820070.0,180.21,OK
Lazio,Lazio_chunk_293.vrp,5201780.0,180.04,OK
Lazio,Lazio_chunk_294.vrp,6977950.0,180.22,OK
Lazio,Lazio_chunk_295.vrp,2165200.0,180.2,OK
Lazio,Lazio_chunk_296.vrp,3366500.0,180.23,OK
Lazio,Lazio_chunk_297.vrp,4447600.0,183.13,OK
Lazio,Lazio_chunk_298.vrp,873561.0,182.57,OK
Lazio,Lazio_chunk_299.vrp,1467380.0,180.64,OK
Lazio,Lazio_chunk_3.vrp,ERROR,0,"Crash: Command '['/home/ubuntu/cvrp/baselines/HGS-CVRP/build/hgs', '/home/ubuntu/cvrp/data/instances/hgs_partitions/Lazio_partitions/Lazio_chunk_3.vrp', '/home/ubuntu/cvrp/data/instances/hgs_partitions/Lazio_partitions/Lazio_chunk_3.sol', '-t', '180', '-seed', '42']' timed out after 190 seconds"
Lazio,Lazio_chunk_30.vrp,1065490.0,180.04,OK
Lazio,Lazio_chunk_300.vrp,6730810.0,181.04,OK
Lazio,Lazio_chunk_301.vrp,12927300.0,181.36,OK
Lazio,Lazio_chunk_302.vrp,6667400.0,180.28,OK
Lazio,Lazio_chunk_303.vrp,7632720.0,180.11,OK
Lazio,Lazio_chunk_304.vrp,3493350.0,180.43,OK
Lazio,Lazio_chunk_305.vrp,3747400.0,182.69,OK
Lazio,Lazio_chunk_306.vrp,999394.0,180.13,OK
Lazio,Lazio_chunk_307.vrp,2297010.0,180.09,OK
Lazio,Lazio_chunk_308.vrp,6142200.0,180.12,OK
Lazio,Lazio_chunk_309.vrp,1261430.0,180.02,OK
Lazio,Lazio_chunk_31.vrp,19186200.0,189.59,OK
Lazio,Lazio_chunk_310.vrp,10585900.0,181.0,OK
Lazio,Lazio_chunk_311.vrp,2429520.0,181.96,OK
Lazio,Lazio_chunk_312.vrp,8123300.0,180.47,OK
Lazio,Lazio_chunk_313.vrp,12649800.0,183.72,OK
Lazio,Lazio_chunk_314.vrp,2104810.0,180.18,OK
Lazio,Lazio_chunk_315.vrp,2551000.0,180.06,OK
Lazio,Lazio_chunk_316.vrp,7923660.0,182.89,OK
Lazio,Lazio_chunk_317.vrp,8861890.0,180.27,OK
Lazio,Lazio_chunk_318.vrp,2011790.0,180.1,OK
Lazio,Lazio_chunk_319.vrp,6301000.0,180.19,OK
Lazio,Lazio_chunk_32.vrp,3085060.0,180.09,OK
Lazio,Lazio_chunk_320.vrp,2003520.0,180.31,OK
Lazio,Lazio_chunk_321.vrp,1489370.0,185.93,OK
Lazio,Lazio_chunk_322.vrp,2057800.0,181.84,OK
Lazio,Lazio_chunk_323.vrp,12678900.0,182.27,OK
Lazio,Lazio_chunk_324.vrp,2380930.0,180.08,OK
Lazio,Lazio_chunk_325.vrp,1075550.0,180.11,OK
Lazio,Lazio_chunk_326.vrp,1939790.0,180.09,OK
Lazio,Lazio_chunk_327.vrp,4475760.0,185.55,OK
Lazio,Lazio_chunk_328.vrp,1588310.0,180.24,OK
Lazio,Lazio_chunk_329.vrp,1837650.0,182.56,OK
Lazio,Lazio_chunk_33.vrp,2235210.0,182.27,OK
Lazio,Lazio_chunk_330.vrp,1627700.0,180.29,OK
Lazio,Lazio_chunk_331.vrp,1643340.0,180.22,OK
Lazio,Lazio_chunk_332.vrp,4177920.0,180.52,OK
Lazio,Lazio_chunk_333.vrp,6343220.0,181.88,OK
Lazio,Lazio_chunk_334.vrp,9475850.0,182.52,OK
Lazio,Lazio_chunk_335.vrp,ERROR,0,"Crash: Command '['/home/ubuntu/cvrp/baselines/HGS-CVRP/build/hgs', '/home/ubuntu/cvrp/data/instances/hgs_partitions/Lazio_partitions/Lazio_chunk_335.vrp', '/home/ubuntu/cvrp/data/instances/hgs_partitions/Lazio_partitions/Lazio_chunk_335.sol', '-t', '180', '-seed', '42']' timed out after 190 seconds"
Lazio,Lazio_chunk_336.vrp,5298470.0,180.11,OK
Lazio,Lazio_chunk_337.vrp,11144800.0,181.04,OK
Lazio,Lazio_chunk_338.vrp,1739520.0,180.04,OK
Lazio,Lazio_chunk_339.vrp,6492470.0,180.79,OK
Lazio,Lazio_chunk_34.vrp,7086040.0,180.18,OK
Lazio,Lazio_chunk_340.vrp,6772970.0,181.75,OK
Lazio,Lazio_chunk_341.vrp,ERROR,0,"Crash: Command '['/home/ubuntu/cvrp/baselines/HGS-CVRP/build/hgs', '/home/ubuntu/cvrp/data/instances/hgs_partitions/Lazio_partitions/Lazio_chunk_341.vrp', '/home/ubuntu/cvrp/data/instances/hgs_partitions/Lazio_partitions/Lazio_chunk_341.sol', '-t', '180', '-seed', '42']' timed out after 190 seconds"
Lazio,Lazio_chunk_342.vrp,2544340.0,180.07,OK
Lazio,Lazio_chunk_343.vrp,8634960.0,181.27,OK
Lazio,Lazio_chunk_344.vrp,3134020.0,180.27,OK
Lazio,Lazio_chunk_345.vrp,ERROR,0,No feasible route found in 60s.
Lazio,Lazio_chunk_346.vrp,1897220.0,180.05,OK
Lazio,Lazio_chunk_347.vrp,3525910.0,180.14,OK
Lazio,Lazio_chunk_348.vrp,7555700.0,183.66,OK
Lazio,Lazio_chunk_349.vrp,2599450.0,180.13,OK
Lazio,Lazio_chunk_35.vrp,ERROR,0,"Crash: Command '['/home/ubuntu/cvrp/baselines/HGS-CVRP/build/hgs', '/home/ubuntu/cvrp/data/instances/hgs_partitions/Lazio_partitions/Lazio_chunk_35.vrp', '/home/ubuntu/cvrp/data/instances/hgs_partitions/Lazio_partitions/Lazio_chunk_35.sol', '-t', '180', '-seed', '42']' timed out after 190 seconds"
Lazio,Lazio_chunk_350.vrp,3103730.0,180.68,OK
Lazio,Lazio_chunk_351.vrp,4069420.0,180.07,OK
Lazio,Lazio_chunk_352.vrp,2683470.0,180.26,OK
Lazio,Lazio_chunk_353.vrp,4151220.0,180.14,OK
Lazio,Lazio_chunk_354.vrp,2034100.0,180.04,OK
Lazio,Lazio_chunk_355.vrp,ERROR,0,"Crash: Command '['/home/ubuntu/cvrp/baselines/HGS-CVRP/build/hgs', '/home/ubuntu/cvrp/data/instances/hgs_partitions/Lazio_partitions/Lazio_chunk_355.vrp', '/home/ubuntu/cvrp/data/instances/hgs_partitions/Lazio_partitions/Lazio_chunk_355.sol', '-t', '180', '-seed', '42']' timed out after 190 seconds"
Lazio,Lazio_chunk_356.vrp,2846990.0,180.6,OK
Lazio,Lazio_chunk_357.vrp,2641640.0,180.43,OK
Lazio,Lazio_chunk_358.vrp,12032300.0,180.26,OK
Lazio,Lazio_chunk_359.vrp,7455520.0,180.14,OK
Lazio,Lazio_chunk_36.vrp,1945980.0,180.02,OK
Lazio,Lazio_chunk_360.vrp,2644770.0,181.25,OK
Lazio,Lazio_chunk_361.vrp,1303120.0,180.16,OK
Lazio,Lazio_chunk_362.vrp,6578700.0,180.86,OK
Lazio,Lazio_chunk_363.vrp,2149120.0,180.34,OK
Lazio,Lazio_chunk_364.vrp,1715920.0,180.09,OK
Lazio,Lazio_chunk_365.vrp,ERROR,0,"Crash: Command '['/home/ubuntu/cvrp/baselines/HGS-CVRP/build/hgs', '/home/ubuntu/cvrp/data/instances/hgs_partitions/Lazio_partitions/Lazio_chunk_365.vrp', '/home/ubuntu/cvrp/data/instances/hgs_partitions/Lazio_partitions/Lazio_chunk_365.sol', '-t', '180', '-seed', '42']' timed out after 190 seconds"
Lazio,Lazio_chunk_366.vrp,6349530.0,180.25,OK
