Original Instance,Chunk File,Cost,Exec Time (s),Status/Notes
Veneto,Veneto_chunk_160.vrp,6187920.0,122.17,OK
Veneto,Veneto_chunk_161.vrp,4435420.0,121.39,OK
Veneto,Veneto_chunk_162.vrp,1642480.0,120.22,OK
Veneto,Veneto_chunk_163.vrp,869258.0,120.36,OK
Veneto,Veneto_chunk_164.vrp,1719990.0,121.2,OK
Veneto,Veneto_chunk_165.vrp,907326.0,120.43,OK
Veneto,Veneto_chunk_166.vrp,4210110.0,120.26,OK
Veneto,Veneto_chunk_167.vrp,2061510.0,120.09,OK
Veneto,Veneto_chunk_168.vrp,2988940.0,123.27,OK
Veneto,Veneto_chunk_169.vrp,1643200.0,120.27,OK
Veneto,Veneto_chunk_17.vrp,2544420.0,121.64,OK
Veneto,Veneto_chunk_170.vrp,1556460.0,120.12,OK
Veneto,Veneto_chunk_171.vrp,4887670.00,0,OK (Parallel Sweep)
Veneto,Veneto_chunk_172.vrp,1631170.0,120.18,OK
Veneto,Veneto_chunk_173.vrp,1634880.0,120.44,OK
Veneto,Veneto_chunk_174.vrp,8978140.00,0,OK (Parallel Sweep)
Veneto,Veneto_chunk_175.vrp,1215900.0,120.1,OK
Veneto,Veneto_chunk_176.vrp,3957900.0,121.87,OK
Veneto,Veneto_chunk_177.vrp,3947400.0,120.57,OK
Veneto,Veneto_chunk_178.vrp,1678870.0,120.33,OK
Veneto,Veneto_chunk_179.vrp,628781.0,120.29,OK
Veneto,Veneto_chunk_18.vrp,3278530.0,121.62,OK
Veneto,Veneto_chunk_180.vrp,3025860.0,122.31,OK
Veneto,Veneto_chunk_181.vrp,3312410.0,120.41,OK
Veneto,Veneto_chunk_182.vrp,3189780.0,121.25,OK
Veneto,Veneto_chunk_183.vrp,3290090.0,120.8,OK
Veneto,Veneto_chunk_184.vrp,8003020.0,122.07,OK
Veneto,Veneto_chunk_185.vrp,3795380.0,120.23,OK
Veneto,Veneto_chunk_186.vrp,4997020.0,121.15,OK
Veneto,Veneto_chunk_187.vrp,710115.0,120.24,OK
Veneto,Veneto_chunk_188.vrp,1923170.0,120.22,OK
Veneto,Veneto_chunk_189.vrp,2004000.0,120.33,OK
Veneto,Veneto_chunk_19.vrp,9699740.0,127.09,OK
Veneto,Veneto_chunk_190.vrp,1611080.0,120.14,OK
Veneto,Veneto_chunk_191.vrp,688182.0,120.12,OK
Veneto,Veneto_chunk_192.vrp,1344430.0,120.14,OK
Veneto,Veneto_chunk_193.vrp,2618780.0,121.0,OK
Veneto,Veneto_chunk_194.vrp,619820.0,120.27,OK
Veneto,Veneto_chunk_195.vrp,2355380.0,120.3,OK
Veneto,Veneto_chunk_196.vrp,2506800.0,120.2,OK
Veneto,Veneto_chunk_197.vrp,464147.0,120.1,OK
Veneto,Veneto_chunk_198.vrp,2746590.0,120.67,OK
Veneto,Veneto_chunk_199.vrp,682131.0,120.3,OK
Veneto,Veneto_chunk_2.vrp,2856940.0,121.72,OK
Veneto,Veneto_chunk_20.vrp,4846140.0,122.39,OK
Veneto,Veneto_chunk_200.vrp,1281810.0,121.07,OK
Veneto,Veneto_chunk_201.vrp,1753370.0,305.61,OK
Veneto,Veneto_chunk_202.vrp,2536460.0,120.31,OK
Veneto,Veneto_chunk_203.vrp,1534420.0,120.11,OK
Veneto,Veneto_chunk_204.vrp,6033160.0,126.31,OK
Veneto,Veneto_chunk_205.vrp,4825380.0,120.57,OK
Veneto,Veneto_chunk_206.vrp,985231.0,120.12,OK
Veneto,Veneto_chunk_207.vrp,2450610.0,120.49,OK
Veneto,Veneto_chunk_208.vrp,459624.0,120.27,OK
Veneto,Veneto_chunk_209.vrp,1348260.0,120.32,OK
Veneto,Veneto_chunk_21.vrp,4323730.0,122.65,OK
Veneto,Veneto_chunk_210.vrp,3102370.0,120.28,OK
Veneto,Veneto_chunk_211.vrp,2804940.0,120.72,OK
Veneto,Veneto_chunk_212.vrp,1587630.0,120.17,OK
Veneto,Veneto_chunk_213.vrp,1941370.0,120.3,OK
Veneto,Veneto_chunk_214.vrp,8497560.0,129.48,OK
Veneto,Veneto_chunk_215.vrp,1418620.0,120.18,OK
Veneto,Veneto_chunk_216.vrp,867660.0,120.47,OK
Veneto,Veneto_chunk_217.vrp,1477350.0,121.79,OK
Veneto,Veneto_chunk_218.vrp,3553640.0,121.54,OK
Veneto,Veneto_chunk_219.vrp,2723390.0,120.52,OK
Veneto,Veneto_chunk_22.vrp,4629940.0,125.77,OK
Veneto,Veneto_chunk_220.vrp,802628.0,120.37,OK
Veneto,Veneto_chunk_221.vrp,4832040.0,121.94,OK
Veneto,Veneto_chunk_222.vrp,6500420.0,121.01,OK
Veneto,Veneto_chunk_223.vrp,1296920.0,120.43,OK
Veneto,Veneto_chunk_224.vrp,1560710.0,120.28,OK
Veneto,Veneto_chunk_225.vrp,2625050.0,120.35,OK
Veneto,Veneto_chunk_226.vrp,1270690.0,120.44,OK
Veneto,Veneto_chunk_227.vrp,4276690.0,120.64,OK
Veneto,Veneto_chunk_228.vrp,3966170.0,121.48,OK
Veneto,Veneto_chunk_229.vrp,2356750.0,120.32,OK
Veneto,Veneto_chunk_23.vrp,387741.00,0,OK (Parallel Sweep)
Veneto,Veneto_chunk_230.vrp,5157820.0,120.95,OK
Veneto,Veneto_chunk_231.vrp,4689470.0,120.82,OK
Veneto,Veneto_chunk_232.vrp,1398510.0,120.45,OK
Veneto,Veneto_chunk_233.vrp,5465110.0,120.5,OK
Veneto,Veneto_chunk_234.vrp,5192740.0,121.5,OK
Veneto,Veneto_chunk_235.vrp,1572320.0,120.28,OK
Veneto,Veneto_chunk_236.vrp,2030430.0,121.34,OK
Veneto,Veneto_chunk_237.vrp,1430780.0,120.2,OK
Veneto,Veneto_chunk_238.vrp,2070910.0,120.23,OK
Veneto,Veneto_chunk_239.vrp,1091690.0,120.16,OK
Veneto,Veneto_chunk_24.vrp,1765200.0,121.01,OK
Veneto,Veneto_chunk_240.vrp,5549320.0,123.66,OK
Veneto,Veneto_chunk_241.vrp,1590760.0,120.3,OK
Veneto,Veneto_chunk_242.vrp,1554360.0,120.16,OK
Veneto,Veneto_chunk_243.vrp,1314540.0,120.23,OK
Veneto,Veneto_chunk_244.vrp,190322.0,120.13,OK
Veneto,Veneto_chunk_245.vrp,2302780.0,120.15,OK
Veneto,Veneto_chunk_246.vrp,3313440.0,120.49,OK
Veneto,Veneto_chunk_247.vrp,1633540.0,120.08,OK
Veneto,Veneto_chunk_248.vrp,1160740.0,121.2,OK
Veneto,Veneto_chunk_249.vrp,1550710.0,120.12,OK
Veneto,Veneto_chunk_25.vrp,1352800.0,120.16,OK
Veneto,Veneto_chunk_250.vrp,3859280.0,121.09,OK
Veneto,Veneto_chunk_251.vrp,3231410.0,120.37,OK
Veneto,Veneto_chunk_252.vrp,2166780.0,120.28,OK
Veneto,Veneto_chunk_253.vrp,1788890.0,120.22,OK
Veneto,Veneto_chunk_254.vrp,2076800.0,120.22,OK
Veneto,Veneto_chunk_255.vrp,3311320.0,120.32,OK
Veneto,Veneto_chunk_256.vrp,1417000.0,122.19,OK
Veneto,Veneto_chunk_257.vrp,1655660.0,120.28,OK
Veneto,Veneto_chunk_258.vrp,2624820.0,120.91,OK
Veneto,Veneto_chunk_259.vrp,995409.0,126.32,OK
Veneto,Veneto_chunk_26.vrp,7568920.0,126.25,OK
Veneto,Veneto_chunk_260.vrp,3660940.0,120.32,OK
Veneto,Veneto_chunk_261.vrp,3829120.0,120.19,OK
Veneto,Veneto_chunk_262.vrp,1938240.0,120.33,OK
Veneto,Veneto_chunk_263.vrp,1170510.0,120.5,OK
Veneto,Veneto_chunk_264.vrp,2888810.0,120.7,OK
Veneto,Veneto_chunk_265.vrp,1216610.0,120.64,OK
Veneto,Veneto_chunk_266.vrp,1287320.0,120.22,OK
Veneto,Veneto_chunk_267.vrp,974054.0,120.11,OK
Veneto,Veneto_chunk_268.vrp,1426550.0,120.32,OK
Veneto,Veneto_chunk_269.vrp,1340670.0,120.1,OK
Veneto,Veneto_chunk_27.vrp,3223450.0,120.15,OK
Veneto,Veneto_chunk_270.vrp,2831340.0,120.17,OK
Veneto,Veneto_chunk_271.vrp,3310680.0,120.35,OK
Veneto,Veneto_chunk_272.vrp,1502330.0,305.42,OK
Veneto,Veneto_chunk_273.vrp,2513120.0,120.15,OK
Veneto,Veneto_chunk_274.vrp,3297810.0,307.07,OK
Veneto,Veneto_chunk_275.vrp,1667440.0,120.15,OK
Veneto,Veneto_chunk_276.vrp,1137340.0,120.12,OK
Veneto,Veneto_chunk_277.vrp,836901.0,120.18,OK
Veneto,Veneto_chunk_278.vrp,1799640.0,121.98,OK
Veneto,Veneto_chunk_279.vrp,1708530.0,120.78,OK
Veneto,Veneto_chunk_28.vrp,868993.0,120.12,OK
Veneto,Veneto_chunk_280.vrp,2218880.0,305.5,OK
Veneto,Veneto_chunk_281.vrp,5228240.0,120.24,OK
Veneto,Veneto_chunk_282.vrp,206427.0,120.26,OK
Veneto,Veneto_chunk_283.vrp,912341.0,120.16,OK
Veneto,Veneto_chunk_284.vrp,5909530.0,121.78,OK
Veneto,Veneto_chunk_285.vrp,5264350.0,121.18,OK
Veneto,Veneto_chunk_286.vrp,3440990.0,121.29,OK
Veneto,Veneto_chunk_287.vrp,1118830.0,120.16,OK
Veneto,Veneto_chunk_288.vrp,3458440.0,121.0,OK
Veneto,Veneto_chunk_289.vrp,1209240.0,120.67,OK
Veneto,Veneto_chunk_29.vrp,8020850.0,121.5,OK
Veneto,Veneto_chunk_290.vrp,772689.0,120.59,OK
Veneto,Veneto_chunk_291.vrp,2750740.0,305.81,OK
Veneto,Veneto_chunk_292.vrp,1463720.0,120.09,OK
Veneto,Veneto_chunk_293.vrp,3080830.0,120.1,OK
Veneto,Veneto_chunk_294.vrp,828223.0,120.46,OK
Veneto,Veneto_chunk_295.vrp,2261610.0,305.61,OK
Veneto,Veneto_chunk_296.vrp,1298860.0,120.28,OK
Veneto,Veneto_chunk_297.vrp,937176.0,120.11,OK
Veneto,Veneto_chunk_298.vrp,2252860.0,120.26,OK
Veneto,Veneto_chunk_299.vrp,2696540.0,120.21,OK
Veneto,Veneto_chunk_3.vrp,6057580.0,124.14,OK
Veneto,Veneto_chunk_30.vrp,2720860.0,120.26,OK
Veneto,Veneto_chunk_300.vrp,2335450.0,120.43,OK
Veneto,Veneto_chunk_301.vrp,980055.0,120.28,OK
Veneto,Veneto_chunk_302.vrp,3571480.0,120.28,OK
Veneto,Veneto_chunk_303.vrp,1255650.0,120.16,OK
Veneto,Veneto_chunk_304.vrp,3141000.0,120.36,OK
Veneto,Veneto_chunk_305.vrp,1783830.0,120.16,OK
Veneto,Veneto_chunk_306.vrp,2074420.0,120.17,OK
Veneto,Veneto_chunk_307.vrp,1024610.0,120.19,OK
Veneto,Veneto_chunk_308.vrp,2231330.0,120.18,OK
Veneto,Veneto_chunk_309.vrp,1751680.0,120.54,OK
Veneto,Veneto_chunk_31.vrp,3804280.0,122.14,OK
Veneto,Veneto_chunk_310.vrp,2030140.0,122.2,OK
Veneto,Veneto_chunk_311.vrp,6934840.0,129.85,OK
Veneto,Veneto_chunk_312.vrp,7745250.0,128.47,OK
Veneto,Veneto_chunk_313.vrp,1128610.0,120.3,OK
Veneto,Veneto_chunk_314.vrp,2486850.0,120.18,OK
Veneto,Veneto_chunk_315.vrp,1204200.0,120.37,OK
Veneto,Veneto_chunk_316.vrp,8950860.0,125.62,OK
Veneto,Veneto_chunk_317.vrp,1209940.0,120.42,OK
Veneto,Veneto_chunk_318.vrp,1233590.0,120.21,OK
Veneto,Veneto_chunk_319.vrp,1304380.0,120.19,OK
Veneto,Veneto_chunk_32.vrp,1495810.0,120.51,OK
Veneto,Veneto_chunk_320.vrp,386051.0,120.25,OK
Veneto,Veneto_chunk_321.vrp,1903340.0,120.16,OK
Veneto,Veneto_chunk_322.vrp,3886540.0,120.8,OK
Veneto,Veneto_chunk_323.vrp,1308720.0,120.59,OK
Veneto,Veneto_chunk_324.vrp,865552.0,120.13,OK
Veneto,Veneto_chunk_325.vrp,2657620.0,120.43,OK
Veneto,Veneto_chunk_326.vrp,1923340.0,120.29,OK
Veneto,Veneto_chunk_327.vrp,1209680.0,120.77,OK
Veneto,Veneto_chunk_328.vrp,1406120.0,123.11,OK
Veneto,Veneto_chunk_329.vrp,1935960.0,120.29,OK
Veneto,Veneto_chunk_33.vrp,2350230.0,122.39,OK
Veneto,Veneto_chunk_330.vrp,3775870.0,120.11,OK
Veneto,Veneto_chunk_331.vrp,510226.0,120.14,OK
Veneto,Veneto_chunk_332.vrp,569877.0,120.12,OK
Veneto,Veneto_chunk_333.vrp,4398300.0,122.25,OK
Veneto,Veneto_chunk_334.vrp,1634190.0,120.18,OK
Veneto,Veneto_chunk_335.vrp,2207860.0,120.14,OK
Veneto,Veneto_chunk_336.vrp,1505220.0,121.56,OK
Veneto,Veneto_chunk_337.vrp,1353890.0,120.37,OK
Veneto,Veneto_chunk_338.vrp,650824.0,120.16,OK
Veneto,Veneto_chunk_339.vrp,3200360.0,120.42,OK
Veneto,Veneto_chunk_34.vrp,2890300.0,120.13,OK
Veneto,Veneto_chunk_340.vrp,1270450.0,120.3,OK
Veneto,Veneto_chunk_341.vrp,1593350.0,120.36,OK
Veneto,Veneto_chunk_342.vrp,1080610.0,120.21,OK
Veneto,Veneto_chunk_343.vrp,3062790.00,0,OK (Parallel Sweep)
Veneto,Veneto_chunk_344.vrp,2256720.0,120.31,OK
Veneto,Veneto_chunk_345.vrp,1451560.0,120.74,OK
Veneto,Veneto_chunk_346.vrp,1018280.0,120.14,OK
Veneto,Veneto_chunk_347.vrp,1431150.0,120.62,OK
Veneto,Veneto_chunk_348.vrp,1102000.0,120.12,OK
Veneto,Veneto_chunk_349.vrp,1177920.0,120.22,OK
Veneto,Veneto_chunk_35.vrp,1354110.0,121.09,OK
Veneto,Veneto_chunk_350.vrp,1793930.0,120.43,OK
Veneto,Veneto_chunk_351.vrp,2009870.0,120.34,OK
Veneto,Veneto_chunk_352.vrp,1430870.0,121.16,OK
Veneto,Veneto_chunk_353.vrp,1266060.0,120.65,OK
Veneto,Veneto_chunk_354.vrp,702271.0,120.33,OK
Veneto,Veneto_chunk_355.vrp,1452560.0,120.12,OK
Veneto,Veneto_chunk_356.vrp,1568330.0,120.2,OK
Veneto,Veneto_chunk_357.vrp,4065060.0,124.12,OK
Veneto,Veneto_chunk_358.vrp,1579580.0,120.3,OK
Veneto,Veneto_chunk_359.vrp,6554530.0,121.26,OK
Veneto,Veneto_chunk_36.vrp,2607600.0,120.61,OK
Veneto,Veneto_chunk_360.vrp,1302480.0,120.62,OK
Veneto,Veneto_chunk_361.vrp,296146.00,0,OK (Parallel Sweep)
Veneto,Veneto_chunk_362.vrp,2080460.0,120.1,OK
Veneto,Veneto_chunk_363.vrp,1618380.0,120.15,OK
Veneto,Veneto_chunk_364.vrp,2976830.0,121.24,OK
Veneto,Veneto_chunk_365.vrp,2274960.0,120.97,OK
Veneto,Veneto_chunk_366.vrp,2090490.0,120.18,OK
Veneto,Veneto_chunk_367.vrp,740069.0,122.94,OK
Veneto,Veneto_chunk_368.vrp,1909740.0,120.11,OK
Veneto,Veneto_chunk_369.vrp,2376740.0,120.2,OK
Veneto,Veneto_chunk_37.vrp,873698.0,120.2,OK
Veneto,Veneto_chunk_370.vrp,1898040.0,120.29,OK
Veneto,Veneto_chunk_371.vrp,3116190.0,120.63,OK
Veneto,Veneto_chunk_372.vrp,4484630.0,120.41,OK
Veneto,Veneto_chunk_373.vrp,1536490.0,120.11,OK
Veneto,Veneto_chunk_374.vrp,6394810.0,120.81,OK
Veneto,Veneto_chunk_375.vrp,1328730.0,121.0,OK
Veneto,Veneto_chunk_376.vrp,3854410.0,120.25,OK
Veneto,Veneto_chunk_377.vrp,3684190.0,121.03,OK
Veneto,Veneto_chunk_378.vrp,2956260.0,123.25,OK
Veneto,Veneto_chunk_379.vrp,1924690.0,120.51,OK
Veneto,Veneto_chunk_38.vrp,5021690.0,122.61,OK
Veneto,Veneto_chunk_380.vrp,2399440.0,120.99,OK
Veneto,Veneto_chunk_381.vrp,3369680.0,120.62,OK
Veneto,Veneto_chunk_382.vrp,2166150.0,120.44,OK
Veneto,Veneto_chunk_383.vrp,972417.0,120.23,OK
Veneto,Veneto_chunk_384.vrp,2125950.0,305.64,OK
Veneto,Veneto_chunk_385.vrp,1356210.0,120.27,OK
Veneto,Veneto_chunk_386.vrp,2837840.0,121.06,OK
Veneto,Veneto_chunk_387.vrp,3271820.0,305.79,OK
Veneto,Veneto_chunk_388.vrp,1774000.0,120.4,OK
Veneto,Veneto_chunk_389.vrp,1241000.0,120.26,OK
Veneto,Veneto_chunk_39.vrp,1554380.0,120.26,OK
Veneto,Veneto_chunk_390.vrp,3029620.0,120.18,OK
Veneto,Veneto_chunk_391.vrp,3096060.0,120.45,OK
Veneto,Veneto_chunk_392.vrp,2995410.0,120.59,OK
Veneto,Veneto_chunk_393.vrp,1628540.0,120.53,OK
Veneto,Veneto_chunk_394.vrp,1080440.0,120.13,OK
Veneto,Veneto_chunk_395.vrp,1913080.0,120.2,OK
Veneto,Veneto_chunk_396.vrp,729993.0,120.26,OK
Veneto,Veneto_chunk_397.vrp,1975300.0,120.18,OK
Veneto,Veneto_chunk_398.vrp,2156050.0,120.55,OK
Veneto,Veneto_chunk_399.vrp,2246000.0,306.1,OK
Veneto,Veneto_chunk_4.vrp,2530530.0,120.33,OK
Veneto,Veneto_chunk_40.vrp,2914620.0,120.82,OK
Veneto,Veneto_chunk_400.vrp,1972870.0,120.52,OK
Veneto,Veneto_chunk_401.vrp,920130.0,120.15,OK
Veneto,Veneto_chunk_402.vrp,1092870.0,120.55,OK
Veneto,Veneto_chunk_403.vrp,691271.0,120.06,OK
Veneto,Veneto_chunk_404.vrp,2416030.0,121.03,OK
Veneto,Veneto_chunk_405.vrp,1516020.0,120.88,OK
Veneto,Veneto_chunk_406.vrp,2483160.0,120.11,OK
Veneto,Veneto_chunk_407.vrp,824756.0,120.11,OK
Veneto,Veneto_chunk_408.vrp,1378640.0,120.39,OK
Veneto,Veneto_chunk_409.vrp,928626.0,120.08,OK
Veneto,Veneto_chunk_41.vrp,2070680.0,120.4,OK
Veneto,Veneto_chunk_410.vrp,1070990.0,120.18,OK
Veneto,Veneto_chunk_411.vrp,2451150.0,120.72,OK
Veneto,Veneto_chunk_412.vrp,2355930.0,120.16,OK
Veneto,Veneto_chunk_413.vrp,978569.0,120.45,OK
Veneto,Veneto_chunk_414.vrp,3106160.0,121.15,OK
Veneto,Veneto_chunk_415.vrp,9306770.00,0,OK (Parallel Sweep)
Veneto,Veneto_chunk_416.vrp,1997460.0,120.29,OK
Veneto,Veneto_chunk_417.vrp,2309690.0,120.14,OK
Veneto,Veneto_chunk_418.vrp,1788700.0,120.11,OK
Veneto,Veneto_chunk_419.vrp,1264520.0,120.15,OK
Veneto,Veneto_chunk_42.vrp,645903.0,120.17,OK
Veneto,Veneto_chunk_420.vrp,2010000.0,120.15,OK
Veneto,Veneto_chunk_421.vrp,3120680.0,120.18,OK
Veneto,Veneto_chunk_422.vrp,926461.0,120.33,OK
Veneto,Veneto_chunk_423.vrp,464912.0,120.09,OK
Veneto,Veneto_chunk_43.vrp,618382.0,120.57,OK
Veneto,Veneto_chunk_44.vrp,3663370.0,124.08,OK
Veneto,Veneto_chunk_45.vrp,1014970.0,120.1,OK
Veneto,Veneto_chunk_46.vrp,2687760.0,120.48,OK
Veneto,Veneto_chunk_47.vrp,2508620.0,120.13,OK
Veneto,Veneto_chunk_48.vrp,12265000.0,128.88,OK
Veneto,Veneto_chunk_49.vrp,3764594.00,0,OK (Parallel Sweep)
Veneto,Veneto_chunk_5.vrp,2047230.0,120.64,OK
Veneto,Veneto_chunk_50.vrp,5589100.0,120.56,OK
Veneto,Veneto_chunk_51.vrp,1986110.0,120.14,OK
Veneto,Veneto_chunk_52.vrp,5543220.0,120.72,OK
Veneto,Veneto_chunk_53.vrp,2203630.0,120.31,OK
Veneto,Veneto_chunk_54.vrp,1700010.0,120.15,OK
Veneto,Veneto_chunk_55.vrp,1070230.0,120.22,OK
Veneto,Veneto_chunk_56.vrp,677542.0,120.1,OK
Veneto,Veneto_chunk_57.vrp,4703610.0,121.92,OK
Veneto,Veneto_chunk_58.vrp,2166310.0,120.39,OK
Veneto,Veneto_chunk_59.vrp,1988910.0,120.11,OK
Veneto,Veneto_chunk_6.vrp,1513120.0,120.12,OK
Veneto,Veneto_chunk_60.vrp,1740840.0,120.4,OK
Veneto,Veneto_chunk_61.vrp,1964460.0,120.24,OK
Veneto,Veneto_chunk_62.vrp,747956.0,120.18,OK
Veneto,Veneto_chunk_63.vrp,3338170.0,120.71,OK
Veneto,Veneto_chunk_64.vrp,1964590.0,120.09,OK
Veneto,Veneto_chunk_65.vrp,1278880.0,120.5,OK
Veneto,Veneto_chunk_66.vrp,5874490.0,123.97,OK
Veneto,Veneto_chunk_67.vrp,1185620.0,120.19,OK
Veneto,Veneto_chunk_68.vrp,6893930.0,122.44,OK
Veneto,Veneto_chunk_69.vrp,2014950.0,120.76,OK
Veneto,Veneto_chunk_7.vrp,4062100.0,120.41,OK
Veneto,Veneto_chunk_70.vrp,6198200.0,120.53,OK
Veneto,Veneto_chunk_71.vrp,3892020.0,121.35,OK
Veneto,Veneto_chunk_72.vrp,5494820.0,120.49,OK
Veneto,Veneto_chunk_73.vrp,3705010.0,121.79,OK
Veneto,Veneto_chunk_74.vrp,5828220.0,125.62,OK
Veneto,Veneto_chunk_75.vrp,814293.0,120.16,OK
Veneto,Veneto_chunk_76.vrp,2600600.0,120.29,OK
Veneto,Veneto_chunk_77.vrp,6308960.0,127.96,OK
Veneto,Veneto_chunk_78.vrp,3933960.0,120.66,OK
Veneto,Veneto_chunk_79.vrp,2453760.0,120.27,OK
Veneto,Veneto_chunk_8.vrp,2258840.0,121.27,OK
Veneto,Veneto_chunk_80.vrp,2400720.0,123.77,OK
Veneto,Veneto_chunk_81.vrp,4450070.0,121.17,OK
Veneto,Veneto_chunk_82.vrp,2836610.0,120.53,OK
Veneto,Veneto_chunk_83.vrp,1253340.0,121.05,OK
Veneto,Veneto_chunk_84.vrp,2519360.0,120.8,OK
Veneto,Veneto_chunk_85.vrp,2780800.0,120.27,OK
Veneto,Veneto_chunk_86.vrp,1939260.0,120.18,OK
Veneto,Veneto_chunk_87.vrp,1188600.0,121.8,OK
Veneto,Veneto_chunk_88.vrp,1838900.0,121.51,OK
Veneto,Veneto_chunk_89.vrp,616809.0,121.91,OK
Veneto,Veneto_chunk_9.vrp,5295510.0,120.45,OK
Veneto,Veneto_chunk_90.vrp,4034310.0,120.32,OK
Veneto,Veneto_chunk_91.vrp,2218220.0,120.58,OK
Veneto,Veneto_chunk_92.vrp,2525820.0,121.09,OK
Veneto,Veneto_chunk_93.vrp,1165740.0,120.1,OK
Veneto,Veneto_chunk_94.vrp,557444.0,120.15,OK
Veneto,Veneto_chunk_95.vrp,1602160.0,120.29,OK
Veneto,Veneto_chunk_96.vrp,1164210.0,120.3,OK
Veneto,Veneto_chunk_97.vrp,6153870.0,120.3,OK
Veneto,Veneto_chunk_98.vrp,816139.0,120.09,OK
Veneto,Veneto_chunk_99.vrp,372636.0,120.11,OK
Veneto,[TOTAL AGGREGATE],1082554731.00,52315.79,All 424 succeeded
XML1000000_2324_01,XML1000000_2324_01_chunk_0.vrp,117243000.0,120.16,OK
XML1000000_2324_01,XML1000000_2324_01_chunk_1.vrp,304485000.00,0,OK (Parallel Sweep)
XML1000000_2324_01,XML1000000_2324_01_chunk_10.vrp,57167400.0,120.28,OK
XML1000000_2324_01,XML1000000_2324_01_chunk_100.vrp,106589000.0,120.1,OK
XML1000000_2324_01,XML1000000_2324_01_chunk_101.vrp,58283500.0,120.17,OK
XML1000000_2324_01,XML1000000_2324_01_chunk_102.vrp,30738200.0,120.22,OK
XML1000000_2324_01,XML1000000_2324_01_chunk_103.vrp,113247000.0,120.24,OK
XML1000000_2324_01,XML1000000_2324_01_chunk_104.vrp,95639400.0,120.19,OK
XML1000000_2324_01,XML1000000_2324_01_chunk_105.vrp,151788000.0,305.78,OK
XML1000000_2324_01,XML1000000_2324_01_chunk_106.vrp,82998400.0,120.18,OK
XML1000000_2324_01,XML1000000_2324_01_chunk_107.vrp,188511000.0,306.3,OK
XML1000000_2324_01,XML1000000_2324_01_chunk_108.vrp,103597000.0,120.17,OK
XML1000000_2324_01,XML1000000_2324_01_chunk_109.vrp,255245900.00,0,OK (Parallel Sweep)
XML1000000_2324_01,XML1000000_2324_01_chunk_11.vrp,211064600.00,0,OK (Parallel Sweep)
XML1000000_2324_01,XML1000000_2324_01_chunk_110.vrp,159579000.0,120.14,OK
XML1000000_2324_01,XML1000000_2324_01_chunk_111.vrp,102234000.0,305.98,OK
XML1000000_2324_01,XML1000000_2324_01_chunk_112.vrp,158470000.0,305.97,OK
XML1000000_2324_01,XML1000000_2324_01_chunk_113.vrp,195769000.0,306.31,OK
XML1000000_2324_01,XML1000000_2324_01_chunk_114.vrp,82604400.0,120.4,OK
XML1000000_2324_01,XML1000000_2324_01_chunk_115.vrp,85368900.0,306.07,OK
XML1000000_2324_01,XML1000000_2324_01_chunk_116.vrp,109583000.0,120.22,OK
XML1000000_2324_01,XML1000000_2324_01_chunk_117.vrp,117810000.0,120.31,OK
XML1000000_2324_01,XML1000000_2324_01_chunk_118.vrp,133639000.0,306.36,OK
XML1000000_2324_01,XML1000000_2324_01_chunk_119.vrp,157815000.0,305.99,OK
XML1000000_2324_01,XML1000000_2324_01_chunk_12.vrp,90641900.0,120.2,OK
XML1000000_2324_01,XML1000000_2324_01_chunk_120.vrp,60795900.0,120.32,OK
XML1000000_2324_01,XML1000000_2324_01_chunk_121.vrp,111792000.0,306.12,OK
XML1000000_2324_01,XML1000000_2324_01_chunk_122.vrp,80655100.0,120.13,OK
XML1000000_2324_01,XML1000000_2324_01_chunk_123.vrp,109040000.0,120.15,OK
XML1000000_2324_01,XML1000000_2324_01_chunk_124.vrp,86766600.0,120.49,OK
XML1000000_2324_01,XML1000000_2324_01_chunk_125.vrp,253182000.0,306.38,OK
XML1000000_2324_01,XML1000000_2324_01_chunk_126.vrp,466540200.00,0,OK (Parallel Sweep)
XML1000000_2324_01,XML1000000_2324_01_chunk_127.vrp,172549000.0,306.15,OK
XML1000000_2324_01,XML1000000_2324_01_chunk_128.vrp,93238700.0,120.23,OK
XML1000000_2324_01,XML1000000_2324_01_chunk_129.vrp,118160000.0,120.33,OK
XML1000000_2324_01,XML1000000_2324_01_chunk_13.vrp,200289000.0,306.17,OK
XML1000000_2324_01,XML1000000_2324_01_chunk_130.vrp,106395000.0,120.13,OK
XML1000000_2324_01,XML1000000_2324_01_chunk_131.vrp,114929000.0,120.12,OK
XML1000000_2324_01,XML1000000_2324_01_chunk_132.vrp,82175900.0,120.32,OK
XML1000000_2324_01,XML1000000_2324_01_chunk_133.vrp,99150100.0,120.13,OK
XML1000000_2324_01,XML1000000_2324_01_chunk_134.vrp,234219000.0,306.78,OK
XML1000000_2324_01,XML1000000_2324_01_chunk_135.vrp,32042200.0,120.12,OK
XML1000000_2324_01,XML1000000_2324_01_chunk_136.vrp,261972300.00,0,OK (Parallel Sweep)
XML1000000_2324_01,XML1000000_2324_01_chunk_137.vrp,162017000.0,120.16,OK
XML1000000_2324_01,XML1000000_2324_01_chunk_138.vrp,52572500.0,120.14,OK
XML1000000_2324_01,XML1000000_2324_01_chunk_139.vrp,118222000.0,120.49,OK
XML1000000_2324_01,XML1000000_2324_01_chunk_14.vrp,126965000.0,120.26,OK
XML1000000_2324_01,XML1000000_2324_01_chunk_140.vrp,60356000.0,306.61,OK
