macro_id,micro_id,cost,success
0,0,639997.0,True
0,1,640142.0,True
0,3,891729.0,True
0,2,886901.0,True
0,4,545778.0,True
0,5,404449.0,True
0,6,231487.0,True
0,7,133870.0,True
0,8,155559.0,True
0,9,301748.0,True
0,10,342123.0,True
0,11,452238.0,True
0,12,920549.0,True
0,13,1359560.0,True
0,14,1430640.0,True
0,15,1283430.0,True
0,16,1232810.0,True
0,17,1061090.0,True
0,18,1642460.0,True
0,19,1966490.0,True
0,20,2768580.0,True
0,21,3197380.0,True
0,22,3558570.0,True
0,23,4131040.0,True
0,24,3602460.0,True
0,25,3601560.0,True
0,26,2777850.0,True
0,27,2541510.0,True
0,28,2950110.0,True
0,29,2923600.0,True
0,30,3689430.0,True
0,31,4885950.0,True
0,32,4098580.0,True
0,33,4803390.0,True
0,34,5125230.0,True
0,35,6140580.0,True
0,36,6064960.0,True
0,37,6299580.0,True
0,38,5962720.0,True
0,39,6998750.0,True
0,40,6492460.0,True
0,41,4364210.0,True
0,42,3666600.0,True
0,43,3288750.0,True
0,44,3199210.0,True
0,45,2934260.0,True
0,46,2494380.0,True
0,47,2420340.0,True
0,48,1882330.0,True
0,49,2095690.0,True
0,50,2244580.0,True
0,51,2010840.0,True
0,52,1988400.0,True
0,53,1650470.0,True
0,54,917370.0,True
0,55,710671.0,True
0,56,582130.0,True
0,57,775123.0,True
0,58,795430.0,True
0,59,1040290.0,True
0,60,1207440.0,True
0,61,1350220.0,True
0,62,1524220.0,True
0,63,1554630.0,True
0,64,1527310.0,True
0,65,,True
0,66,1559900.0,True
0,67,1587660.0,True
0,68,1572100.0,True
0,69,1532630.0,True
0,70,979339.0,True
1,71,3900390.0,True
1,72,4485980.0,True
1,73,4058720.0,True
1,74,3293970.0,True
1,75,2552190.0,True
1,76,1944050.0,True
1,77,1246360.0,True
1,78,1423160.0,True
1,79,1102610.0,True
1,80,890562.0,True
1,81,790117.0,True
1,82,943846.0,True
1,83,952141.0,True
1,84,732966.0,True
1,85,664585.0,True
1,86,533814.0,True
1,87,464755.0,True
1,88,394625.0,True
1,89,268427.0,True
1,90,134876.0,True
1,91,206709.0,True
1,92,294939.0,True
1,93,466669.0,True
1,94,559337.0,True
1,95,673094.0,True
1,96,808939.0,True
1,97,903547.0,True
1,98,1348470.0,True
1,99,1084990.0,True
1,100,967166.0,True
1,101,852083.0,True
1,102,1204920.0,True
1,103,2757040.0,True
1,104,3054840.0,True
1,105,3109750.0,True
1,106,3740910.0,True
1,107,4729920.0,True
1,108,7312550.0,True
1,109,7068940.0,True
1,110,3294340.0,True
1,111,2576710.0,True
1,112,2598660.0,True
1,113,2492990.0,True
1,114,2103100.0,True
1,115,2955710.0,True
1,116,413772.0,True
2,117,4223950.0,True
2,118,5646100.0,True
2,119,6862670.0,True
2,120,6668390.0,True
2,121,7073800.0,True
2,122,7172320.0,True
2,123,7512200.0,True
2,124,8050260.0,True
2,125,8002640.0,True
2,126,9291580.0,True
2,127,9371820.0,True
2,128,9567210.0,True
2,129,10082000.0,True
2,130,10483500.0,True
2,131,10970700.0,True
2,132,11656900.0,True
2,133,11046600.0,True
2,134,10588200.0,True
2,135,10056100.0,True
2,136,9965670.0,True
2,137,10318100.0,True
2,138,11889200.0,True
2,139,11968200.0,True
2,140,12436300.0,True
2,141,13194900.0,True
2,142,12800400.0,True
2,143,12343000.0,True
2,144,10644400.0,True
2,145,10194900.0,True
2,146,10375800.0,True
2,147,9430940.0,True
2,148,7866270.0,True
2,149,8281700.0,True
2,150,9266550.0,True
2,151,7754960.0,True
2,152,7650750.0,True
2,153,7992520.0,True
2,154,7624590.0,True
2,155,7574830.0,True
2,156,7054830.0,True
2,157,6880190.0,True
2,158,7120710.0,True
2,159,7958960.0,True
2,160,7988320.0,True
2,161,8034790.0,True
2,162,7987480.0,True
2,163,6410910.0,True
2,164,5924620.0,True
2,165,6130130.0,True
2,166,6398130.0,True
2,167,6427730.0,True
2,168,5951770.0,True
2,169,5338810.0,True
2,170,5709560.0,True
2,171,6375930.0,True
2,172,6329110.0,True
2,173,5454150.0,True
2,174,5276720.0,True
2,175,5023700.0,True
2,176,4946980.0,True
2,177,3346390.0,True
2,178,2208460.0,True
2,179,2875270.0,True
2,181,1770660.0,True
2,180,3275480.0,True
2,182,1339400.0,True
2,183,1157670.0,True
2,184,1286480.0,True
2,185,1403780.0,True
2,186,1890240.0,True
2,187,2267740.0,True
2,188,1794500.0,True
2,189,1333090.0,True
2,190,1535740.0,True
2,191,1043160.0,True
2,192,902103.0,True
2,193,843770.0,True
2,194,657160.0,True
2,195,803975.0,True
2,196,752870.0,True
2,197,759200.0,True
2,198,401058.0,True
2,199,189164.0,True
2,200,299278.0,True
2,201,450421.0,True
2,202,218464.0,True
2,203,133978.0,True
2,204,129195.0,True
2,205,411240.0,True
2,206,520180.0,True
2,207,868054.0,True
2,208,1486880.0,True
2,209,2180220.0,True
2,210,3625120.0,True
2,211,4577180.0,True
2,212,4126430.0,True
2,213,2054730.0,True
3,214,5117030.0,True
3,215,3049750.0,True
3,216,2342850.0,True
3,217,2791070.0,True
3,218,4053990.0,True
3,219,5172070.0,True
3,220,6834640.0,True
3,221,7491410.0,True
3,222,8449630.0,True
3,223,8489960.0,True
3,224,8557800.0,True
3,225,9451250.0,True
3,226,10696000.0,True
3,227,11127500.0,True
3,228,8728030.0,True
3,229,6639070.0,True
3,230,7387600.0,True
3,231,7009590.0,True
3,232,5066110.0,True
3,233,4211110.0,True
3,234,3844090.0,True
3,235,2317350.0,True
3,236,1261780.0,True
3,237,1331090.0,True
3,238,1086720.0,True
3,239,941383.0,True
3,240,852860.0,True
3,241,582084.0,True
3,242,353139.0,True
3,243,419352.0,True
3,244,518532.0,True
3,245,600463.0,True
3,246,509319.0,True
3,247,366756.0,True
3,248,215737.0,True
3,249,118711.0,True
3,250,110746.0,True
3,251,173142.0,True
3,252,309268.0,True
3,253,430551.0,True
3,254,581882.0,True
3,255,647775.0,True
3,256,813382.0,True
3,257,843716.0,True
3,258,881287.0,True
3,259,801203.0,True
3,260,738177.0,True
3,261,759972.0,True
3,262,961491.0,True
3,263,1077790.0,True
3,264,1266480.0,True
3,265,1265580.0,True
3,266,1273310.0,True
3,267,1251380.0,True
3,268,1559200.0,True
3,269,2124960.0,True
3,270,3007910.0,True
3,271,4171150.0,True
3,272,2526970.0,True
4,273,3027500.0,True
4,274,2865020.0,True
4,275,2899450.0,True
4,276,3003340.0,True
4,277,3130790.0,True
4,278,3199490.0,True
4,279,2894840.0,True
4,280,2566020.0,True
4,281,2195800.0,True
4,282,1407120.0,True
4,283,812424.0,True
4,284,618715.0,True
4,285,359460.0,True
4,286,190344.0,True
4,287,129757.0,True
4,288,323619.0,True
4,289,531898.0,True
4,290,515977.0,True
4,291,771814.0,True
4,292,1365490.0,True
4,293,1311480.0,True
4,294,634480.0,True
4,295,1010300.0,True
4,296,2102210.0,True
4,297,2886210.0,True
4,298,3056330.0,True
4,299,2852450.0,True
4,300,1300320.0,True
5,301,3097250.0,True
5,302,3111010.0,True
5,303,3123190.0,True
5,304,3679930.0,True
5,305,3049040.0,True
5,306,2725860.0,True
5,307,2326040.0,True
5,308,2203390.0,True
5,309,2336810.0,True
5,310,2414820.0,True
5,311,2320790.0,True
5,312,2567030.0,True
5,313,2497240.0,True
5,314,2445200.0,True
5,315,2553630.0,True
5,316,2144660.0,True
5,317,2086830.0,True
5,318,1997740.0,True
5,319,1893240.0,True
5,320,1749220.0,True
5,321,1555040.0,True
5,322,1460200.0,True
5,323,1275970.0,True
5,324,1081580.0,True
5,325,909458.0,True
5,326,967361.0,True
5,327,1093090.0,True
5,328,744108.0,True
5,329,713383.0,True
5,330,591101.0,True
5,331,599144.0,True
5,332,618117.0,True
5,333,549463.0,True
5,334,438426.0,True
5,335,419888.0,True
5,336,426170.0,True
5,337,267024.0,True
5,338,207703.0,True
5,339,351061.0,True
5,340,727784.0,True
5,341,883102.0,True
5,342,1239800.0,True
5,343,1494310.0,True
5,344,2096380.0,True
5,345,1639020.0,True
5,346,1708280.0,True
5,348,1934500.0,True
5,347,1790380.0,True
5,349,2130620.0,True
5,350,2136820.0,True
5,351,2137790.0,True
5,352,1935100.0,True
5,353,2136090.0,True
5,354,2454500.0,True
5,355,2654440.0,True
5,356,2906720.0,True
5,357,2275540.0,True
6,358,1121740.0,True
6,359,752481.0,True
6,360,672266.0,True
6,361,482528.0,True
6,362,440713.0,True
6,363,406671.0,True
6,364,375034.0,True
6,365,1090750.0,True
6,366,1354280.0,True
6,367,1737050.0,True
6,368,2122190.0,True
6,369,3623090.0,True
6,370,3430930.0,True
6,371,3113760.0,True
6,372,3264170.0,True
6,373,3600940.0,True
6,375,3383710.0,True
6,374,4081700.0,True
6,376,2854290.0,True
6,377,2048930.0,True
6,378,2307690.0,True
6,379,2600950.0,True
6,380,2723480.0,True
6,381,2871920.0,True
6,382,3176280.0,True
6,383,3985040.0,True
6,384,4771900.0,True
6,385,4997080.0,True
6,386,4530170.0,True
6,387,4445400.0,True
6,388,4123240.0,True
6,389,4489410.0,True
6,391,5419240.0,True
6,390,4822330.0,True
6,392,5418810.0,True
6,393,5911700.0,True
6,394,5403000.0,True
6,395,6974780.0,True
6,396,7389060.0,True
6,397,7148720.0,True
6,398,7544070.0,True
6,399,9573720.0,True
6,400,10751900.0,True
6,401,10057800.0,True
6,402,9942310.0,True
6,403,12993000.0,True
6,404,10777500.0,True
6,405,9690090.0,True
6,406,7926680.0,True
6,407,8157930.0,True
6,408,7129960.0,True
6,409,6567300.0,True
6,410,6893720.0,True
6,411,7183620.0,True
6,412,6950850.0,True
6,413,7349510.0,True
6,414,7314970.0,True
6,415,5718400.0,True
6,416,4810940.0,True
6,417,5565600.0,True
6,418,5864340.0,True
6,419,6254500.0,True
6,420,5956560.0,True
6,421,6077730.0,True
6,422,5769630.0,True
6,423,6150850.0,True
6,424,5785990.0,True
6,425,5246580.0,True
6,426,5518760.0,True
6,427,4902340.0,True
6,428,4433120.0,True
6,429,4355540.0,True
6,430,4394220.0,True
6,431,4225430.0,True
6,432,3802310.0,True
6,433,3308260.0,True
6,434,2850200.0,True
6,435,1999670.0,True
6,436,1400710.0,True
6,437,960771.0,True
6,438,856859.0,True
6,439,674414.0,True
7,440,4358350.0,True
7,441,4136300.0,True
7,442,4724110.0,True
7,443,5676520.0,True
7,444,6272460.0,True
7,445,8075560.0,True
7,446,9281270.0,True
7,447,9559530.0,True
7,448,10693400.0,True
7,449,10600200.0,True
7,450,11460300.0,True
7,451,11923000.0,True
7,452,11276300.0,True
7,453,11330800.0,True
7,454,12204900.0,True
7,455,11980800.0,True
7,456,11669000.0,True
7,457,11807500.0,True
7,458,11664600.0,True
7,459,11996800.0,True
7,460,11340500.0,True
7,461,11957200.0,True
7,462,13037100.0,True
7,463,14225900.0,True
7,464,14674700.0,True
7,465,13689000.0,True
7,466,13609100.0,True
7,467,13665800.0,True
7,468,13494000.0,True
7,469,13436800.0,True
7,470,13307500.0,True
7,471,13584600.0,True
7,472,13582800.0,True
7,473,13846900.0,True
7,474,14087000.0,True
7,475,13776100.0,True
7,476,13395300.0,True
7,477,12918300.0,True
7,478,13780400.0,True
7,479,13615400.0,True
7,480,14338100.0,True
7,481,13679600.0,True
7,482,13817000.0,True
7,483,15357700.0,True
7,484,15277200.0,True
7,485,14709900.0,True
7,486,15275600.0,True
